country,renewable_percent,oil_percent,gas_percent,nuclear_percent,hydroelec_percent,coal_percent,co2_percent,labels
Sweden,1.7001105201999211,0.3740971660210895,0.04452918967268412,2.441272923267846,2.126416230085646,0.06737798518558454,0.1744477650303045,1
Switzerland,0.14012613427735018,0.29590812132994176,0.11316492906405602,1.086119726180477,1.0271050665547807,0.0037561375259175752,0.13479666251404562,5
Turkey,0.49210425048097095,0.8260178138364688,1.5250339419889645,0.0,1.6595127556261389,0.9281962877217149,1.005717165605618,5
Ukraine,0.0213849758099129,0.35085332261991936,2.0457859934278586,3.643146199209583,0.3469989522142758,1.1367245586494783,1.0195299934656308,5
United Kingdom,2.897466760265955,1.9480156537965112,2.98587165786602,2.7846234423465575,0.18046984869848462,0.8616251704647353,1.6678962662314938,1
Azerbaijan,0.0,0.10757891398946863,0.32513238929575466,0.0,0.08484230807084532,0.00013506390009729853,0.09600226950729847,1
Kazakhstan,1.2395865315682952e-05,0.30660024811099484,0.4432854867021388,0.0,0.24995862662952695,0.9956408489660489,0.681353126628008,1
Turkmenistan,3.851572437372918e-05,0.1542013876650112,0.7557853964268151,0.0,0.00010000472369214668,0.0,0.20169115350092268,1
Uzbekistan,0.0,0.09053125462545958,1.726106280069857,0.0,0.18140679317053868,0.0299164036503332,0.3618497980616956,1
Iran,0.01991771011948512,2.2512358812586557,5.583762312208136,0.004485366631331303,0.33876045273522365,0.03910414674419329,1.7889562492297877,1
Iraq,0.0,0.7858091236936454,0.22970052672116678,0.0,0.10778914338426313,0.0,0.3500459047521889,1
Israel,0.02751893534148744,0.31319522208220163,0.17310498094297694,0.0,0.0009195107758631115,0.21732396035404528,0.24502802592626768,1
Kuwait,0.0,0.5189427529021499,0.5780101677289735,0.0,0.0,0.00037094072515307484,0.2890395028665096,1
Oman,0.0,0.17891808871331566,0.6602296825352305,0.0,0.0,0.0002788597482976484,0.17590341746329094,5
Qatar,0.009776543081426189,0.22547912575806134,1.045165282460829,0.0,0.0,0.0,0.2313207474478877,5
Saudi Arabia,0.0004181707217719167,3.719100804713866,3.194671158239093,0.0,0.0,0.0017575398845019962,1.6884467822950924,1
United Arab Emirates,0.0017452029154651314,0.8993193854663356,2.2465938525920026,0.0,0.0,0.01218859688906776,0.7482799912361565,5
Algeria,0.001527874725772316,0.4256684363345264,0.9767303299276019,0.0,0.011985347354353663,0.007534327636264318,0.3384892861672877,1
Egypt,0.14667546260981276,0.8970842110913643,1.740790882906778,0.0,0.41187741305040765,0.012076513491395187,0.6378545639071111,1
Morocco,0.05837870802124752,0.33933172652908616,0.03218003546951423,0.0,0.06358575551434084,0.08157051267579571,0.1780736036116238,1
South Africa,0.04463354769789789,0.687184143781275,0.15603757396705747,0.5208318024969284,0.09714549551326508,2.479811209169056,1.5742329330199918,1
Eastern Africa,0.2672025448330152,0.5664607966658306,0.03481023123595378,0.0,1.7633511354088225,0.08404737982376206,0.2694104760789099,1
Middle Africa,0.007302092253606259,0.2773420165781061,0.1487719251945796,0.0,0.5427016013680351,4.790024324168939e-06,0.13558276656735357,5
Western Africa,0.026370306124245235,0.6812056657977265,0.44845277036067166,0.0,0.5389356973858804,0.009143001698164914,0.3502897124227608,1
Australia,1.5898283156214035,1.1909904579818307,1.2860433624125902,0.0,0.6205746519032006,1.3945945639673634,1.3787712581498643,2
Bangladesh,0.00560765335709467,0.13495071497694502,0.713755498979136,0.0,0.02764873781215977,0.030425992282045136,0.1901017372413287,0
China,9.487142969785536,12.106835717565215,4.926591090107595,3.520115732268808,21.81602730271499,52.16090544047126,29.697894277407066,5
India,3.5612563752381288,4.325828517822488,2.1973775799830837,1.3008139600472908,4.175992987309098,8.346103201536069,5.839583746055283,0
Indonesia,0.9066714965359487,1.957088693385423,1.5576350359734925,0.0,0.39376939221953094,1.2841142764660043,1.6156207707209547,1
Japan,2.701305152526208,5.426028303813908,4.083240947730781,6.577097467251648,2.6154298373993816,3.022750862173406,4.073187877288219,1
Malaysia,0.1387300006265836,0.8495948826330683,1.3966407070012143,0.0,0.2554337520811457,0.40444602129174717,0.7189186825515406,1
New Zealand,0.730385321367306,0.19364541002024413,0.1465826643011305,0.0,0.7961906590891604,0.038327500260890913,0.1164333091324867,1
Pakistan,0.0022624562341481192,0.5437049871160102,1.2881051319644554,0.15910215501835492,0.9700654590785162,0.10930770503805187,0.4849621144038414,1
Philippines,0.940209215881908,0.3625786824280924,0.13872059416310828,0.0,0.3074822473543914,0.2117096411040614,0.27142945465944507,0
Singapore,0.051445348482228204,1.649006953573087,0.3020598219108117,0.0,0.0,0.00017534435226215138,0.6486000620102883,1
South Korea,0.44144674457229394,2.8614465445429316,1.765802854115998,6.245908751103324,0.1457794738952182,2.2928301477349327,2.0787792282474276,1
Sri Lanka,0.011127658279319025,0.11787280765930298,0.0,0.0,0.14534268210813517,0.008194575835685433,0.049888035895837825,5
Taiwan,0.2864665413070825,1.1472277318272721,0.6210934664944913,1.7001711221678273,0.12682040056330132,1.0929508996568298,0.9087179030882351,1
