country,renewable,oil,gas,nuclear,hydroelec,coal,co2_emission,renewable_percent,oil_percent,gas_percent,nuclear_percent,hydroelec_percent,coal_percent,co2_percent,energy_sum,renewable_per_total,oil_per_total,gas_per_total,nuclear_per_total,hydroelec_per_total,coal_per_total,CO2_per_energyunit,labels
Belgium,0.005840000000000002,1.3375746215877171,0.5589459000000001,0.4815700000000001,0.0046,0.31926112642800003,139.05340199042905,0.22619822587528496,0.9279661748705588,0.7783782632083116,1.9670538147859664,0.01967590805033837,0.3445018651731201,0.6421973446068822,2.7077916480157174,0.21567390549710802,49.39725043349987,20.64213102989657,17.7846031969593,0.16988013104224256,11.790461303104916,51.35306554783417,6
Bulgaria,0.0,0.18197565532247165,0.12264569999999998,0.18178,0.026730000000000004,0.263497220964,43.405267749753655,0.0,0.12624884628022456,0.1707942521019791,0.7425110419083267,0.11433413525772712,0.28432927336207797,0.2004607387653927,0.7766285762864718,0.0,23.431491047188437,15.792066342245972,23.40629813922113,3.4417996988743584,33.92834477247009,55.88935184087655,2
Croatia,1e-05,0.16829752100000006,0.0925038,0.0,0.06452999999999999,0.018074373732,17.465512496327104,0.0003873257292385015,0.11675939740631942,0.1288191704853171,0.0,0.27601877097572497,0.01950333112012711,0.08066185786746588,0.343415694732,0.0029119228251358615,49.00693928136821,26.93639266318027,0.0,18.79063799060171,5.263118142024684,50.85822449075051,4
Cyprus,0.0,0.107432731,0.0,0.0,0.0,0.001507248,7.9759322397,0.0,0.07453336721029423,0.0,0.0,0.0,0.0016264108101352467,0.03683565041761664,0.108939979,0.0,98.6164418115043,0.0,0.0,0.0,1.3835581884957036,73.21400566544996,0
Czech Republic,0.007673816225685135,0.33994471365215617,0.3140163,0.1359,0.017580000000000002,0.8881810531200001,124.09705700351346,0.29722664656557396,0.2358426890761484,0.4372935953427695,0.5551064506290109,0.07519618772281493,0.958400519457764,0.5731237016888703,1.7032958829978415,0.45052749215708987,19.95805409062842,18.435804556007252,7.978649003766318,1.0321166260942745,52.14484823134664,72.85701694123728,2
Denmark,0.05542005559668148,0.441124849,0.18366966300078005,0.0,0.000302,0.16625782800000002,57.525178078943746,2.146561344842295,0.3060382068859685,0.2557751533567077,0.0,0.0012917661372178677,0.1794021479735296,0.2656714332877553,0.8467743955974615,6.544843099274224,52.09473164203956,21.690507407370013,0.0,0.03566475339478314,19.634253097921427,67.93447980716931,4
Estonia,0.00013000000000000002,0.04764541225731659,0.027757,0.0,5e-05,0.118432890828,17.21270583749904,0.0050352344801005205,0.03305485185572013,0.038653911678881804,0.0,0.0002138685657645476,0.1277961781460163,0.07949430811554037,0.1940153030853166,0.06700502379589801,24.55755370820668,14.306603426944159,0.0,0.02577116299842231,61.04306667805485,88.71828955641658,2
Finland,0.08666726315789475,0.4706769714274922,0.14187600000000006,0.22710526315789475,0.14598787878787886,0.20997800000000005,59.66608558964794,3.35684609037367,0.3265405172361712,0.1975740308157595,0.9276497170768684,0.6244443651074454,0.2265788304848167,0.27555889449864895,1.2822913765311605,6.758780784469283,36.705929716283514,11.064255955912403,17.710893741815315,11.384922448968155,16.375217352551342,46.53083275897552,6
France,0.04366998568204231,4.1003346046376725,1.4974686000000001,4.151620000000001,0.66363,0.5931406484280001,381.4987495706352,1.6914509050131958,2.8446800330574886,2.0853485249233987,16.957991483152426,2.8385919259665333,0.6400342627981123,1.761894929848396,11.049863838747715,0.39520836020538197,37.10755774437094,13.551919026811362,37.57168468847401,6.005775362343374,5.36785481779494,34.52519914615261,6
Germany,0.15228934860301754,5.653565279718947,2.985285,1.69606,0.2486675000000001,3.5715449888,854.4241837620367,5.898558300292014,3.922261429253457,4.157255565309315,6.92784287456836,1.063643231545113,3.853910822020457,3.9460303316969534,14.307412117121963,1.0644087648860683,39.51493976295835,20.86530377095555,11.854414943218776,1.7380326921764893,24.96290006580478,59.71898878480829,6
Greece,0.004510000000000001,0.8663592801365356,0.07056675288000001,0.0,0.036930000000000004,0.3778121009160001,103.69340302330649,0.1746839038865642,0.6010521538586093,0.0982700231757394,0.0,0.1579633226736948,0.4076818712844146,0.4788924767148245,1.3561781339325358,0.33255218375496637,63.8824103161387,5.2033542728915885,0.0,2.723093602233017,27.858589624981718,76.4600168877703,6
Hungary,0.00065,0.2966581854216633,0.4043090000000001,0.1418,0.0017800000000000001,0.161975024676,55.38260514431915,0.025176172400502596,0.2058118905119557,0.5630336267239625,0.5792059948432211,0.007613720941217894,0.17478074683460834,0.2557762805655142,1.0071722100976634,0.06453712617199503,29.454564219250738,40.14298606995869,14.079022294136765,0.17673243782484796,16.082157852656955,54.98821809127241,5
Iceland,0.013226630000000005,0.034554757000000005,0.0,0.0,0.06350488000000001,0.0039588192,2.7810372633200005,0.5123014110117843,0.0239729770282344,0.0,0.0,0.2716339520929941,0.004271802876667256,0.012843804755527105,0.11524508620000003,11.47695787831343,29.9837139607259,0.0,0.0,55.104197579228334,3.4351305817323414,24.131504040820438,0
Ireland,0.0033906102,0.3555053858079911,0.14415152400000006,0.0,0.008460000000000004,0.10950931278,43.58848602100042,0.13132705682785015,0.2466381820421593,0.2007428856530682,0.0,0.03618656132736146,0.11816710330076664,0.20130690495474085,0.6210168327879911,0.5459771814522651,57.24569239322971,23.21217660926301,0.0,1.362281914649512,17.63387190140551,70.18889620964765,4
Italy,0.0668,4.016177682,2.4436258200000003,0.0,0.442,0.5240885096519999,430.78481754098124,2.58733587131319,2.786294671726201,3.4029504853736037,0.0,1.8905981213586005,0.5655228718602933,1.9895152650836971,7.492692011652,0.8915353773532703,53.6012647490966,32.61345610095651,0.0,5.899081389074034,6.994662383519593,57.49399773420036,1
Latvia,5e-05,0.05450103123818206,0.045842256637168136,0.0,0.02819,0.005509828800000001,6.946310732883724,0.0019366286461925074,0.037811059411820606,0.06383912307575497,0.0,0.1205790973780519,0.005945435072605514,0.03208049744643611,0.1340931166753502,0.03728752171601311,40.644167716776444,34.18688279738905,0.0,21.022704743488188,4.108957220630289,51.802142459715355,1
Lithuania,0.0,0.101018775,0.08642811240000002,0.08419,0.003393000000000001,0.003864416400000001,10.883163053054993,0.0,0.07008357119962902,0.12035827442742625,0.3438882419312467,0.014513120872782203,0.004169936604874537,0.050262261214412435,0.2788943038,0.0,36.22116824316438,30.98955813094667,30.18706328988853,1.2165899244873717,1.3856204115130446,39.0225361535512,5
Luxembourg,0.0004713500000000001,0.09939888823452046,0.0281079063,0.0,0.0012350400000000006,0.0045929196,9.037224261205669,0.01825659824765677,0.06895974595562045,0.039142577641621414,0.0,0.005282724669236939,0.004956035163106572,0.04173706892523663,0.13380610413452043,0.35226345094550676,74.28576512069355,21.00644546958937,0.0,0.9230072185334439,3.432518740238159,67.5397009699961,4
Netherlands,0.02849904,1.7502569141556663,1.4757000000000002,0.03919208,0.00142393,0.325,216.20043005977402,1.1038411450597223,1.2142718525429717,2.0550339541206144,0.1600866550520106,0.006090677336982243,0.3506944532644629,0.9984893580439644,3.6200719641556667,0.7872506481137598,48.34867736017204,40.76438299049636,1.082632621341853,0.03933430092271971,8.977722078953255,59.722688443902214,1
North Macedonia,0.0,0.04056675674841119,0.0020682,0.0,0.0117,0.055961982972,8.73610036519258,0.0,0.028143908742858013,0.002880139068856985,0.0,0.050045244388904134,0.06038632929834069,0.040346373238189764,0.11029693972041119,0.0,36.779585046731846,1.8751200216820394,0.0,10.607728582187342,50.737566349398776,79.20528336812872,2
Norway,0.00291499,0.3827505020402221,0.152525124,0.0,1.4181800000000004,0.041562564566400007,33.94516186197356,0.11290506274729395,0.2655399658274381,0.21240381424168664,0.0,6.066082451919322,0.04484849494425412,0.1567706542807969,1.9979331806066225,0.1459002747586852,19.157322464808832,7.634145399882171,0.0,70.98235385276526,2.080278007785054,16.990138705072688,0
Poland,0.0022600000000000003,0.8662729611188185,0.4169925,0.0,0.021059999999999992,2.3548112316,299.7730640466345,0.08753561480790134,0.6009922685053761,0.5806964465092093,0.0,0.0900814399000274,2.5409822689445494,1.3844570715980615,3.661396692718818,0.06172507897039169,23.65963138715669,11.388891589628786,0.0,0.5751903376621453,64.31456160658199,81.87396482953451,2
Portugal,0.015454000000000002,0.6793622847345662,0.08312412675700027,0.0,0.11323,0.15542410618799998,61.34887956915264,0.5985731819651803,0.471319663622308,0.11575720193281927,0.0,0.4843267540303944,0.16771191367297994,0.28333062686685634,1.0465945176795663,1.4765986004076814,64.9116991593649,7.9423430328392195,0.0,10.818898636221157,14.850460571167051,58.617619844952884,0
Romania,0.0,0.419467208,0.5727492000000001,0.05456000000000001,0.14778,0.30793097574,88.85713912497599,0.0,0.2910128333844634,0.7976004968458483,0.222859513953781,0.6321099329736968,0.3322759544010212,0.4103734103488639,1.50248738374,0.0,27.918185040320264,38.120067176491666,3.6313116895656696,9.835689909897626,20.494746183724786,59.140023461489776,5
Slovakia,0.0,0.147114074,0.2418471,0.16494,0.04615000000000002,0.179114276628,36.3349513939047,0.0,0.10206300442315294,0.3367920323952047,0.6737252241850556,0.1974006862006775,0.19327502558128068,0.16780753989170152,0.7791654506280001,0.0,18.880980141178927,31.039248442686144,21.16880309144353,5.9230038963872875,22.987964428304096,46.63316547803688,5
Slovenia,0.0007000000000000001,0.10141386934350584,0.0345528612,0.047610000000000006,0.038340000000000006,0.056835977472,13.998938385921724,0.02711280104669511,0.07035767492493812,0.04811770886902266,0.19447106780314355,0.1639944162282551,0.06132942167782884,0.0646520036911651,0.27945270801550587,0.2504896105573468,36.290172338526325,12.364475350900081,17.036871940907545,13.71967381252668,20.33831694658202,50.09412320722607,6
Spain,0.06535100153871468,2.967149772962062,0.6370703570315521,0.6220600000000001,0.2957000000000001,0.876548448,309.3584260715256,2.5312124327449093,2.0585129088463976,0.8871730127150381,2.54090889387993,1.2648186979315346,0.9458482422497644,1.4287256328225066,5.463879579532329,1.1960549383906494,54.304816381330824,11.659670528208842,11.384950765207826,5.41190550955206,16.042601877309796,56.61882213333929,6
Sweden,0.04556,0.6915868031509494,0.02909356425419016,0.57316,0.7858400000000002,0.10741658266800004,57.73731935354212,1.764656022410613,0.4798006406170871,0.040515187632141056,2.3411686036977475,3.3613294744082416,0.11590892224705003,0.26665117604326144,2.23265695007314,2.0406180178512194,30.97595459653099,1.3030915588369758,25.671655467770083,35.19752553003079,4.811154828979936,25.860363076222118,6
Switzerland,0.008470000000000002,0.533830589,0.10188,0.262621052631579,0.3683733333333333,0.005770000000000001,43.111886966238316,0.3280648926650108,0.3703544622543819,0.14187630226049205,1.0727199439791792,1.5756695293181118,0.0062261753702644645,0.19910580348559848,1.2809449749649122,0.6612305887871579,41.674747895757406,7.953503233250961,20.5021337968692,28.757935784355126,0.4504487009801536,33.6563145246885,4
Turkey,0.0027489999999999997,1.33861507,0.5020900200000001,0.0,0.30878500000000003,0.940397148,205.68984106091315,0.10647584296766407,0.9286880044550272,0.6992017612828477,0.0,1.3207881015921166,1.014744811290216,0.9499477743883028,3.092636238,0.08888856588506416,43.28394828826293,16.23501703274034,0.0,9.98452376021082,30.407622352900855,66.50954888698202,6
Ukraine,5.9999999999999995e-05,0.5220921229078592,2.671150442477876,0.77341,0.11274000000000005,1.613813005,335.81892591960883,0.002323954375431009,0.36221069270121736,3.7197972866140394,3.1591234730020847,0.4822308420859021,1.7414008291063228,1.5509294947645504,5.693265570385735,0.0010538767120244282,9.17034549773314,46.91772076068634,13.584646464113554,1.9802343418939015,28.34599905886104,58.9852909139554,5
United Kingdom,0.04828800000000001,3.4371786405355365,3.64830156,0.8506276572150002,0.05085745352135,1.5377320907999998,566.3591006257524,1.8703184813468765,2.384603792511009,5.080560805496512,3.47453200591236,0.21753621286096525,1.659304968770232,2.615644819253213,9.572985402071888,0.5044194467229524,35.904981530543495,38.110384658169394,8.885709331917484,0.5312601177720682,16.063244914874595,59.16222336484237,5
Azerbaijan,0.0,0.26735869894037945,0.1898766371681416,0.0,0.015340000000000001,0.0,28.42427623513275,0.0,0.18548485084112595,0.2644188767871323,0.0,0.06561487597656318,0.0,0.13127326954453922,0.4725753361085211,0.0,56.57483125166392,40.17912545578527,0.0,3.2460432925507905,0.0,60.14760835636472,1
Kazakhstan,0.0,0.33197257499999994,0.18825706259999994,0.0,0.07531050599999999,0.7468705994903999,102.45479189760565,0.0,0.2303118761471487,0.2621634856312325,0.0,0.32213099810444706,0.8059180816848844,0.4731721364387888,1.3424107430903998,0.0,24.729582708475423,14.023804827917893,0.0,5.610094107756144,55.63651835585054,76.3214928254684,2
Turkmenistan,0.0,0.173523803,0.257796,0.0,3.154000000000001e-05,0.0,26.8989844549,0.0,0.12038522346346905,0.35900219098494124,0.0,0.00013490829128427666,0.0,0.12422893753255725,0.43135134300000005,0.0,40.22795009589201,59.764737999204506,0.0,0.00731190490346984,0.0,62.35980226193476,3
Uzbekistan,0.0,0.30159236,1.7522505000000002,0.0,0.058790000000000016,0.029698126558746568,119.701458557873,0.0,0.2092350618518602,2.4401533330790968,0.0,0.2514666596259551,0.0320460561738414,0.5528232875361642,2.1423309865587465,0.0,14.077766782641351,81.79177311973919,0.0,2.744207144874245,1.3862529527452265,55.874400038507105,3
Iran,0.000365,2.915671757281449,2.1398716674000005,0.0,0.03781,0.054574770528000006,313.8969618717964,0.014137389117205303,2.0227991202247493,2.9799477766264784,0.0,0.16172740943115088,0.0588894440380015,1.4496861817743247,5.14829319520945,0.007089728307230772,56.63375504710021,41.56468146358054,0.0,0.7344181569764261,1.0600556040355762,60.97107331880037,1
Iraq,0.0,0.9408609584931541,0.10773,0.0,0.031965770000000004,0.0,74.42053105269575,0.0,0.6527390178064044,0.15002290972244609,0.0,0.13672946766918806,0.0,0.3437000946554674,1.080556728493154,0.0,87.0718707943444,9.969860643062251,0.0,2.958268562593336,0.0,68.87239613645814,0
Israel,0.0,0.57881670225252,0.00032991565499100004,0.0,0.00031,0.26188044627600005,61.85070803394736,0.0,0.4015643781450424,0.0004594347584213912,0.0,0.0013259851077401948,0.28258467669973963,0.2856482465937113,0.8413370641835111,0.0,68.79724273341527,0.0392132557848467,0.0,0.03684611236054891,31.126697898439325,73.5147786386558,6
Kuwait,0.0,0.4983364697492581,0.32832,0.0,0.0,1.0435431527999998e-06,51.314983138032254,0.0,0.3457297859634895,0.4572126772493596,0.0,0.0,1.1260455243971378e-06,0.2369905765560448,0.8266575132924109,0.0,60.2833049644083,39.71656879913513,0.0,0.0,0.00012623645657604648,62.07526371308836,1
Oman,0.0,0.136241734,0.276044501734502,0.0,0.0,1.0451296194929906e-05,25.38426125942561,0.0,0.09452012524552904,0.3844147346430225,0.0,0.0,1.12775741691874e-05,0.11723341494897413,0.41229668703069694,0.0,33.04458616468493,66.95287893835284,0.0,0.0,0.002534896962233357,61.567948659106406,3
Qatar,0.0,0.07716761000000001,0.40670063597848105,0.0,0.0,0.0,22.458049330325395,0.0,0.053536401423796766,0.5663641770673079,0.0,0.0,0.0,0.10371914270733217,0.48386824597848105,0.0,15.948062440830613,84.05193755916939,0.0,0.0,0.0,46.41356302460105,3
Saudi Arabia,0.0,3.1021546324884044,1.703502,0.0,0.0,0.0,278.19175561101054,0.0,2.152174930435061,2.3722670264365213,0.0,0.0,0.0,1.2847870256149094,4.805656632488405,0.0,64.55214905527042,35.447850944729566,0.0,0.0,0.0,57.88839629746097,1
United Arab Emirates,0.0,0.8367433679999999,1.103193,0.0,0.0,0.0,124.4085469713,0.0,0.5805055882636212,1.5362872351752948,0.0,0.0,0.0,0.5745622715283768,1.9399363680000001,0.0,43.13251618982999,56.86748381017001,0.0,0.0,0.0,64.13022046674676,3
Algeria,0.0,0.3712769270000001,0.6876465750000001,0.0,0.00054,0.02030598,62.59554714950906,0.0,0.2575799691511204,0.9576045673644694,0.0,0.002309780510257114,0.021911367858766517,0.28908817467404685,1.0797694820000003,0.0,34.38483242852015,63.6845721668581,0.0,0.05001067440800293,1.88058473021374,57.971213479349885,3
Egypt,0.0008070000000000003,1.1635873330000002,0.693,0.0,0.14178,0.03640045788,118.67863679257022,0.03125718634954708,0.8072594000401605,0.9650596531853258,0.0,0.6064457050819511,0.0392782728455468,0.5480995381544067,2.03557479088,0.03964482187614073,57.162593003864494,34.044438116685896,0.0,6.965108854521971,1.788215203051503,58.30227281467963,1
Morocco,0.00064,0.30053731,0.001590732792,0.0,0.007179999999999998,0.11241558,31.581344246031204,0.024788846671264096,0.20850310215630688,0.002215226603979863,0.0,0.030711526043789024,0.12130313958925383,0.14585371608033748,0.422363622792,0.15152820116688379,71.15605932474081,0.37662637267021043,0.0,1.699957006840977,26.615829094581123,74.77287943801913,6
South Africa,0.0048680000000000025,0.9514739011988912,0.04102569857935565,0.1301000009473593,0.011009998658860973,3.124675328747,371.64856433367487,0.18855016499330265,0.6601019354992305,0.05713166874845409,0.5314153771355377,0.04709385244480376,3.3717117109042616,1.7164033222177018,4.2631529281314675,0.11418778735046782,22.318549609617698,0.962332322367266,3.051731972570402,0.2582595286743944,73.29493877941977,87.17692529424878,2
Eastern Africa,0.01499863157894737,0.5914516321437959,8.331701400000001e-05,0.0,0.30854148745,0.12761992450739373,54.227842200102536,0.5809355913895407,0.41033008539735816,0.00011602581332651797,0.0,1.319746507995833,0.13770953738699224,0.25044318057794696,1.042694992694137,1.4384486052046337,56.72335978286335,0.007990545133886544,0.0,29.59077099361378,12.239430073184367,52.00738718423066,0
Middle Africa,7.000000000000001e-05,0.1913805235953933,0.025146,0.0,0.11359800000190735,6.836999996683261e-08,14.520544015799027,0.002711280104669511,0.13277364085656382,0.03501787884415325,0.0,0.4859008266825799,7.377532233249142e-08,0.06706096129769859,0.33019459196730055,0.021199620376257455,57.95992068045314,7.615509342590999,0.0,34.40334965060756,2.070597206316551e-05,43.975717255953754,0
Western Africa,0.0016534100000262265,0.8027846940171044,0.2623384711195701,0.0,0.14956967999809267,0.0022571775191877557,71.0088726124736,0.0640408233990389,0.5569461544264434,0.3653279566462063,0.0,0.6397650588610884,0.002435629649268882,0.3279438602904346,1.2186034326539812,0.1356807272752618,65.87743580113916,21.527796827900477,0.0,12.27386005899776,0.18522658468734796,58.27069800535869,4
Australia,0.010702500000000005,1.6835688294208144,0.7399828627507832,0.0,0.164665,2.1297009330358643,358.2404722509401,0.4145353617175064,1.1680058080905231,1.0304871643425042,0.0,0.7043333476323845,2.298074782547166,1.6544800538292774,4.7286201252074616,0.22633452712656735,35.60380797869548,15.649023249003694,0.0,3.4823055276146873,45.03852871755958,75.76004474142925,2
Bangladesh,0.0,0.142155806,0.3260947916283751,0.0,0.007490000000000002,0.013811164632000002,23.513709866346,0.0,0.0986231178436053,0.4541138910742003,0.0,0.03203751115152924,0.014903073321737625,0.10859455304130856,0.4895517622603751,0.0,29.037952053044062,66.61089117986607,0.0,1.529971001517167,2.821185765572699,48.031100445390486,3
China,0.0314889898989899,9.580093190259651,0.8890469026548672,0.16737000000000005,2.2241,29.561062335738665,3360.8689497237046,1.219649597561007,6.6463599781193485,1.2380711335376542,0.6836509686665017,9.513301542338604,31.89815567307255,15.521670697656436,42.45316141855217,0.07417348637133325,22.56626566819855,2.094183031246174,0.3942462573043119,5.238950235230446,69.63218132164918,79.16651757894746,2
India,0.033787636183429365,4.58467632980345,0.9130569525,0.157684192,0.7699036740000001,6.8824491815070585,959.0281889529233,1.3086820823991958,3.1807007161493885,1.2715071081069271,0.644087653726442,3.2931638907047165,7.426574624089441,4.429128288361514,13.341557965993939,0.2532510541088985,34.36387520474933,6.8437056213920044,1.1819023865272589,5.770717902379872,51.58654783084263,71.8827734659905,2
Indonesia,0.048724,2.3731310571129627,1.188185485335093,0.0,0.10016,0.5510498740619902,269.2593535776846,1.887205883141675,1.6464018634875268,1.6546462805156177,0.0,0.4284215109395416,0.5946157978634486,1.2435340624751952,4.261250416510046,1.1434202461141638,55.6909551224298,27.883493556997152,0.0,2.3504837831621916,12.931647291296688,63.18787380681732,4
Japan,0.16564143719178084,11.140244204671593,2.7239406153201005,3.19121574,0.8446800000000001,3.9981720996,1235.2406762740804,6.415719045241995,7.728742482764776,3.793311956014776,13.035058444612453,3.613010002599961,4.314267010850621,5.704774359337312,22.063894096783475,0.7507352802963664,50.490834282492514,12.34569293784456,14.463520020544438,3.8283359967864397,18.120881482035678,55.984708359081395,6
Malaysia,0.00570903,0.980405864790698,1.035144432,0.0,0.06994,0.10401424,131.27447692841196,0.22112542079944825,0.6801739996311849,1.4415239921250234,0.0,0.29915934979144915,0.1122375908569804,0.6062715423811506,2.1952135667906982,0.26006717917411293,44.6610698668379,47.15461163595731,0.0,3.18602258377298,4.73822873425769,59.800321442222696,1
New Zealand,0.03599582817650186,0.2722215713080305,0.21160060327028968,0.0,0.244349696969697,0.04629575022513413,32.499488295738985,1.3942110398007383,0.18885855500466367,0.2946712912061061,0.0,1.0451743847182182,0.04995588558052784,0.1500940270849509,0.8104634499496531,4.44138821790643,33.58838345207809,26.10859296411634,0.0,30.149378973829883,5.712256392069262,40.09988149096407,4
Pakistan,0.009267,0.80309603,0.6462899999999999,0.009457516000000004,0.17558276200000006,0.084908304,97.80519098284205,0.3589347532853194,0.5571621492999138,0.9000121259121849,0.03863081779637294,0.7510326696383584,0.09162114230428556,0.4516986498631175,1.728601612,0.536098076946604,46.459289660780435,37.388024835418236,0.5471194712735234,10.157503081166862,4.911964874414337,56.58052746444046,1
Philippines,0.11625999999999999,0.714992145,0.00036700676413199993,0.0,0.07798999999999999,0.1679867000712,66.84629272950333,4.503048928126819,0.4960385126555234,0.0005110871868829677,0.0,0.3335921888795413,0.18126770442206402,0.30871960752643873,1.0775958518353321,10.788831434529847,66.35067718405232,0.034057922875902306,0.0,7.237407221563588,15.589026236978325,62.032804428165285,0
Singapore,0.0024500000000000004,1.532369151,0.05966729546724001,0.0,0.0,0.0,107.09629548941216,0.09489480366343288,1.0631083429612325,0.08309162982701444,0.0,0.0,0.0,0.4946082267391658,1.59448644646724,0.15365448890633374,96.10424437254592,3.7421011385477416,0.0,0.0,0.0,67.1666389681115,0
South Korea,0.00100969,4.520644978,0.7130790288000002,1.0896373999999998,0.04009553000000001,1.7971671528,440.6538523666842,0.039107891555482256,3.1362778274029592,0.9930213567495776,4.4508075760605115,0.17150346989338786,1.9392509294647613,2.0350939267214443,8.1616337796,0.012371175027771027,55.38897113099279,8.736964289948181,13.350726452876971,0.49126842839014373,22.019698522764134,53.99088764165065,6
