country,renewable,oil,gas,nuclear,hydroelec,coal,co2_emission,energy_sum,renewable_per_total,oil_per_total,gas_per_total,nuclear_per_total,hydroelec_per_total,coal_per_total,CO2_per_energyunit,labels
Iran,0.0049253454006158645,3.921648658529669,8.050259992029854,0.05714682229579832,0.2581881662644419,0.05172906754713602,670.7116944392321,12.343898052067516,0.039901053782527826,31.769937194781196,65.21651392512507,0.46295604560851533,2.091625880053321,0.41906590064936394,54.33548556623835,2
Iraq,0.0005108385088078656,1.4867334794238614,0.7172373383343615,0.0,0.022087951102007373,0.0,148.5658212554649,2.226569607369038,0.022942849265399037,66.77237821370503,32.212661843609034,0.0,0.992017093420536,0.0,66.72408568039937,6
Israel,0.0259571612329466,0.5026840727954782,0.3877875000000001,0.0,0.000206153936911102,0.20942134766516907,73.08451293980475,1.126056235630505,2.3051389807732456,44.64111621512524,34.437667296684246,0.0,0.018307605818253973,18.597769901599026,64.90307555455526,6
Kuwait,0.00142514538448124,0.7820011758907034,0.8465833594689951,0.0,0.0,0.0075949975512000015,97.29662812446405,1.6376046782953797,0.0870262159952246,47.752744374466886,51.69644241308734,0.0,0.0,0.4637869964505602,59.41399008809766,2
Oman,3.347558327668614e-05,0.6067169352106684,0.9003428167677672,0.0,0.0,0.0068823219369702395,86.72046557085648,1.5139755494986826,0.002211104617097072,40.07442097803815,59.468781848286426,0.0,0.0,0.45458606905832516,57.27996439544345,2
Qatar,0.0010983228512904547,0.5431875369400001,1.4786249119314852,0.0,0.0,0.0,102.49392492771322,2.022910771722776,0.05429418176240604,26.851779353441486,73.0939264647961,0.0,0.0,0.0,50.66655749745507,2
Saudi Arabia,0.01587688751118316,6.924180655836945,4.091194308943089,0.0,0.0,0.004281774213617654,579.9220047654871,11.035533626504835,0.1438705915684086,62.744411735619586,37.07291778910422,0.0,0.0,0.03879988370778744,52.55042704710235,6
United Arab Emirates,0.03722972568076872,1.954334675259155,2.735660970867309,0.0,0.0,0.10300571015387187,282.57864808196905,4.830231081961105,0.7707648981806727,40.46047988382541,56.63623384570274,0.0,0.0,2.132521372291176,58.502097164105095,2
Algeria,0.005571487095452682,0.8817371208,1.62855,0.0,0.0013505284719377301,0.020934,147.1103440763439,2.5381431363673905,0.2195103584042402,34.73945610734739,64.16304804349187,0.0,0.05320931087718782,0.8247761798793153,57.95982975447528,2
Egypt,0.05766432866146098,1.503893022493508,2.1220295511742786,0.0,0.1193711167554281,0.0831387278592,217.43946901471577,3.886096746943876,1.4838624052993445,38.69932017714709,54.60567992402906,0.0,3.0717484542633824,2.1393890392611143,55.953179545958456,2
Morocco,0.055988114510446566,0.5675999958539157,0.0351246576497229,0.0,0.011256908873412531,0.2790522966528,68.23767619677731,0.9490219735402978,5.899559343350565,59.808941381673286,3.7011427162946946,0.0,1.1861589285882361,29.404197630093204,71.90315724958266,0
South Africa,0.11590299920426765,1.183478327052416,0.15418970319012898,0.12671070859483816,0.00677566944676182,3.813803892514761,478.8230708714983,5.400861300003173,2.146009548591806,21.912770228921094,2.8549095158218263,2.3461203974033498,0.12545534999682068,70.6147349592651,88.65679829089797,3
Eastern Africa,0.14729707259356525,1.3277715744298186,0.08152373921148195,0.0,0.6138029005970623,0.1830868385436285,116.63492788375015,2.3534821253755567,6.25868669259854,56.417321385771714,3.4639625401222376,0.0,26.08062725350484,7.779402128002669,49.55845069999762,4
Middle Africa,0.0008102639000504214,0.4971181623149761,0.16385181576821714,0.0,0.24413499485069426,2.7089999986858206e-06,44.3326478749211,0.9059179458339365,0.0894412020179751,54.874524188540875,18.08682745735702,0.0,26.948908118379034,0.0002990337051102426,48.936714499138205,1
Western Africa,0.011970380514718644,1.5123642728663742,0.8626020119175428,0.0,0.17062625030361842,0.038340840631437424,153.69114402009413,2.5959037562336915,0.46112574420270735,58.25964345691352,33.22935258466834,0.0,6.572903555992162,1.4769746582232635,59.20525506811523,6
Australia,0.4216862651660096,2.142717008426008,1.934650224400676,0.0,0.12742102530098307,1.7831099942608928,428.2503098108371,6.40958451755457,6.578995315704088,33.429889294033565,30.183707213814813,0.0,1.987976364957859,27.81943181148967,66.81405146276568,5
Bangladesh,0.003863996933532124,0.3658370347568101,1.2368148736272695,0.0,0.007337347100630889,0.14433032008098354,106.50351062577082,1.758183572499226,0.21977209854369886,20.807669942950234,70.34617391340767,0.0,0.4173254269576062,8.209058618140801,60.57587631442717,2
China,6.627562038403359,27.90604802950056,11.064010108923657,3.1084440802949613,11.318357241498505,81.674796492,9825.801774991798,141.69921799062104,4.677204385730648,19.693861705960607,7.808095390939966,2.193691767939543,7.987593299384094,57.63955345004514,69.34266761897133,3
India,1.2075054161143055,10.238141934178852,2.1485105679438186,0.4025991341253583,1.4427699867260542,18.61998741973528,2480.354461400021,34.05951445882367,3.545280768973151,30.059565137243155,6.3081068596596275,1.1820460171623453,4.236026290011545,54.66897492695018,72.82412861165861,3
Indonesia,0.3912229926318677,3.3849186406224083,1.5774250391854396,0.0,0.15147833091641108,3.406217814029364,632.085380445661,8.91126281738549,4.39020821907091,37.98472461185386,17.701475890801373,0.0,1.6998525800505333,38.22373869822333,70.93106705510803,5
Japan,1.0995661599030266,7.532475730506929,3.8923618851185413,0.5851042031954117,0.6590133224088488,4.9052171524018835,1123.1249843553994,18.67373845353464,5.888302241348445,40.33726695514016,20.844041994075265,3.133299765610998,3.5290915316643954,26.267997512160747,60.14462434236407,0
Malaysia,0.0310990379224106,1.5696564262023656,1.5223766412930293,0.0,0.2410930234492469,0.8976729685024308,244.47069729750348,4.261898097369483,0.7296992375675397,36.82998491144555,35.720625095017326,0.0,5.6569401224786136,21.06275063349098,57.36192928882908,6
New Zealand,0.09646764355936388,0.3570883241969495,0.1727840309576683,0.0,0.2280778954612137,0.062045988677921875,38.38692600003026,0.9164638828531173,10.526071497661501,38.963709413759894,18.85333772453318,0.0,24.886730369686376,6.770150994359049,41.88591249283587,1
Pakistan,0.061362425924087416,0.9024143274583069,1.6439141547061449,0.08486397803290294,0.317392630145453,0.5505605681207053,198.30443403671245,3.5605080843876005,1.7234176828064025,25.34509980233678,46.170774387917014,2.383479436685491,8.91425107380549,15.46297761644882,55.69554382034787,6
Philippines,0.15007918925465902,0.9114148057872692,0.1468954334256525,0.0,0.08609490520381756,0.7294948886229347,140.09894407887188,2.023979222294333,7.415055826735857,45.03083805149501,7.257754022748092,0.0,4.253744517506583,36.04260758151446,69.21955647353889,5
Singapore,0.008478532240668803,3.0563586639809155,0.4586798375261844,0.0,0.0,0.026147891284907455,218.87535239624646,3.549664925032676,0.2388544389324509,86.10273725914512,12.92177845552456,0.0,0.0,0.7366298463978752,61.66084884596019,1
South Korea,0.2894211904914309,5.304121098642653,2.0148137640000003,1.3014100990741495,0.02474288504711184,3.4363161,638.6106920185421,12.370825137255345,2.3395463704342956,42.87604941297757,16.28681790943993,10.519994298156307,0.2000099813277405,27.777582027664156,51.62231984795701,5
Sri Lanka,0.007367118649669384,0.2451877179371905,0.0,0.0,0.043027553654702524,0.06304064760000001,23.41451870816133,0.3586230378415624,2.054279249322553,68.3692044473487,0.0,0.0,11.997989285259429,17.57852701806932,65.29005735126735,0
Taiwan,0.07129867049504303,1.9337064691074348,0.8373535549238159,0.2881433348299877,0.049423312957247036,1.6304998385274714,278.61675497046457,4.8104251808409995,1.482169825216531,40.19824436328449,17.40705911524899,5.989976436544681,1.0274208848334365,33.89512937487188,57.91936149015302,5
Thailand,0.29097889709712044,2.723069644468934,1.8299732753442384,0.0,0.056249359311757466,0.7139910765005253,301.67766188754706,5.614262252722575,5.182851886835414,48.50271543956485,32.59508004737066,0.0,1.00190117204589,12.717451454183193,53.73415923726252,6
Vietnam,0.042326912984887916,1.0676967898661018,0.35469887400000005,0.0,0.5844565538848869,2.069962761428962,285.8618519662732,4.119141892164839,1.0275662769811205,25.920369286064275,8.610989455708845,0.0,14.188793908668254,50.252281072577496,69.39839885341674,3
