country,renewable,oil,gas,nuclear,hydroelec,coal,co2_emission,energy_sum,renewable_per_total,oil_per_total,gas_per_total,nuclear_per_total,hydroelec_per_total,coal_per_total,CO2_per_energyunit,labels
Sweden,0.18808979080011398,0.6081788799976585,0.04398030000000002,0.5641874999999996,0.6256580487804875,0.10296471636,51.834711232797936,2.1330592359382594,8.817841887892051,28.512048317783428,2.0618414743955578,26.44968740175811,29.33148963888394,4.827091279286924,24.300643113644067,1
Switzerland,0.015502695247574938,0.4810650444823466,0.11177000000000002,0.2510064184852373,0.3022063802660752,0.00574,40.05294120762561,1.1672905384812342,1.3280922560843806,41.21210860736197,9.575165420720737,21.50333701940415,25.88955965147092,0.4917370449578332,34.31274381760914,5
Turkey,0.05444339319418382,1.342877291,1.5062355900000002,0.0,0.4882804682926827,1.4184375984000002,298.83477642708226,4.810274340886867,1.1318147227367106,27.916854545814008,31.312883283956243,0.0,10.150782131953388,29.48766531553965,62.124268856563035,4
Ukraine,0.0023659024390243885,0.5703907973,2.0205685840707965,0.8419450060975603,0.10209792621951214,1.73710332,302.93906485581465,5.274471536126893,0.04485572484028795,10.814179077338327,38.30845555296188,15.962641950586967,1.9356996339861539,32.93416806028638,57.4349605985866,4
United Kingdom,0.320557934506882,3.16693652385776,2.949066269557591,0.6435371168070456,0.05309986436468081,1.3167059098187317,495.592026136607,8.44990361891269,3.7936282940482875,37.47896623068551,34.90059061687935,7.615910734965922,0.6284079293618446,15.582496194059095,58.650612893070885,6
Azerbaijan,0.0,0.1748936623,0.32112464040000005,0.0,0.02496325609756096,0.00020640000032190144,28.525730419874396,0.5211879587978829,0.0,33.556735021927835,61.61397917570318,0.0,4.789683966440546,0.03960183592843585,54.7321363403499,3
Kazakhstan,1.3714024390243892e-06,0.498447495570274,0.4378213220162315,0.0,0.07354563250609752,1.521504054,202.45454311318642,2.5313198754950417,5.417736621517218e-05,19.691209332949054,17.296167357379446,0.0,2.9054262646957825,60.10714286760952,79.9798338697092,2
Turkmenistan,4.261143292682924e-06,0.250688954,0.7464691972793911,0.0,2.942451219512193e-05,0.0,59.929702728573844,0.9971918369348789,0.00042731429749571804,25.139491190637486,74.8571307576938,0.0,0.0029507373712129056,0.0,60.09846902957302,3
Uzbekistan,0.0,0.147178867,1.70482940712315,0.0,0.0533755426829268,0.045717217691853176,107.51860185148225,1.95110103449793,0.0,7.543374966118709,87.37781268010283,0.0,2.735662671444472,2.3431496823339764,55.106629513499094,3
Iran,0.0022035731707317056,3.659889037484036,5.5149339888,0.0010365853658536577,0.09967390243902433,0.05975761024800001,531.5633053299741,9.337494697507648,0.02359919059787933,39.19562105305322,59.06224493248751,0.011101322136550629,1.0674587313621624,0.6399747703626588,56.92782941786926,3
Iraq,0.0,1.2775090435007483,0.22686912,0.0,0.03171493152439022,0.0,104.01124020076263,1.5360930950251386,0.0,83.16612109240954,14.76922985558289,0.0,2.064649052007567,0.0,67.7115472607866,0
Israel,0.003044526064584066,0.5091691054827001,0.17097120000000002,0.0,0.00027054878048780466,0.3321069912442801,72.80664768404594,1.015562371572052,0.29978720655741264,50.13666513603942,16.835125521177304,0.0,0.026640291927024176,32.70178184429884,71.69096622922727,4
Kuwait,0.0,0.8436578806510895,0.5708853173981026,0.0,0.0,0.0005668588404143999,85.88404192713115,1.4151100568896064,0.0,59.61782806529116,40.3421143549005,0.0,0.0,0.040057579808340016,60.69071554469986,6
Oman,0.0,0.29087149726991435,0.6520913522173672,0.0,0.0,0.0004261438629932707,52.26723797515008,0.9433889933502748,0.0,30.832615105772753,69.12221329841714,0.0,0.0,0.04517159581011202,55.403697036502905,3
Qatar,0.0010816167073170722,0.36656690994194335,1.0322820381438405,0.0,0.0,0.0,68.73372177644865,1.3999305647931009,0.07726216817595713,26.18464937910111,73.73808845272293,0.0,0.0,0.0,49.097950644864284,3
Saudi Arabia,4.62638414634146e-05,6.046232817176052,3.155292,0.0,0.0,0.0026858119191408,501.69832429214114,9.204256892936657,0.0005026352697621625,65.68952700370552,34.28079025501092,0.0,0.0,0.02918010601379337,54.5072057557568,0
United Arab Emirates,0.00019307853658536567,1.4620454424459999,2.218901182380225,0.0,0.0,0.018626193972000004,222.34092400248755,3.69976589733481,0.005218669016989781,39.51724198277544,59.974096847009925,0.0,0.0,0.5034425011976488,60.09594395219834,3
Algeria,0.00016903467987804864,0.6920195510000001,0.96469065,0.0,0.003526463414634144,0.0115137,100.57735277278739,1.6719193990945125,0.010110217033763432,41.39072441977693,57.69959069333501,0.0,0.21092305146671697,0.6886516183875643,60.15681905913565,3
Egypt,0.016227272727272722,1.4584116649907253,1.7193329999999998,0.0,0.12118719512195116,0.018454911984000004,189.52955414994145,3.333614044823949,0.48677718863311603,43.74866572377143,51.57564663700591,0.0,3.635309711696129,0.5536007388934139,56.85407836705664,6
Morocco,0.006458661862527713,0.5516598577399999,0.031783367817,0.0,0.018708914634146333,0.12465324805824,52.91207840804821,0.733264050111914,0.8808098339939021,75.23345207716146,4.334505122970243,0.0,2.5514566862088626,16.99977627966554,72.15965162886758,5
South Africa,0.004937981707317071,1.117172010048013,0.15411417465234373,0.12036621951219505,0.0285832379901441,3.789562081370589,467.7612778935662,5.214735705280602,0.09469284708555256,21.42336780206771,2.9553592619522973,2.3081940545962567,0.5481243845435892,72.6702616497546,89.699901266309,2
Eastern Africa,0.029561649176189975,0.9209091224694942,0.03438114243892855,0.0,0.5188329618093186,0.12843831112667858,80.0515514097586,1.63212318702061,1.8112388458958077,56.42399604349626,2.106528643937119,0.0,31.78883591234507,7.8694005543257255,49.04749350193977,1
Middle Africa,0.0008078586586373372,0.4508816755090193,0.14693808600000002,0.0,0.15967975609756088,7.319950196448973e-06,40.286521022162475,0.758314696215414,0.10653343033824696,59.45838551715706,19.376927116583193,0.0,21.057188644040302,0.0009652918811914465,53.12638832297971,0
Western Africa,0.00291744877954228,1.1074526526874702,0.4429249110812439,0.0,0.15857170956178235,0.0139720202962074,104.08368423693723,1.725838742406246,0.16904527102425776,64.1689530705173,25.664327738042143,0.0,9.188095368672403,0.809578551743887,60.309043759105116,0
Australia,0.17588884471943825,1.9362222134087328,1.2701909311098658,0.0,0.1825924390243901,2.131171380690369,409.6825775318158,5.696065808952797,3.087900502184943,33.992272532481515,22.29944269803628,0.0,3.20558864922874,37.414795618068496,71.92377884537373,4
Bangladesh,0.0006203963414634142,0.21939266624900008,0.7049573819442001,0.0,0.008135121951219506,0.04649595348782539,56.48606993070803,0.9796015199737085,0.06333150049420759,22.396113294606604,71.96368804767886,0.0,0.8304521568563761,4.746415000363954,57.662293064045116,3
China,1.04959925562245,19.68237788417079,4.865863396862452,0.8135121951219507,6.4189564024390195,79.71049919296144,8824.313534909095,112.5408083271781,0.9326388100670648,17.489102998931973,4.32364354689584,0.7228597405813115,5.703670071195739,70.82808483232806,78.40990007158197,2
India,0.3939955424341141,7.032604847059702,2.1702915748366625,0.30062307621951195,1.2287075254573163,12.754227460059273,1735.1505600770126,23.88045002606658,1.6498664891325348,29.449214061641634,9.088151908643647,1.2588668801943366,5.145244432647321,53.40865622774052,72.65987693628128,2
Indonesia,0.10030856822638744,3.181686785438324,1.5384348261484022,0.0,0.11585924999999993,1.962339210440457,480.05909446580284,6.898628640253571,1.4540363521104165,46.12056904865335,22.30058909348474,0.0,1.6794533528585665,28.445352152892923,69.58761219072628,4
Japan,0.2988558184830106,8.821226452335921,4.032908821685713,1.5199923539634137,0.7695411207069544,4.619263759421809,1210.2907559720857,20.061788326596822,1.4896768603963582,43.97028973055817,20.102439304172613,7.576554638193898,3.8358550503034605,23.02518441637549,60.32815899904339,4
Malaysia,0.015348235591463403,1.3812071063441111,1.379424996,0.0,0.0751565853658536,0.61806048,213.6166221645149,3.469197403301428,0.4424145935557718,39.81344806235871,39.76207853399416,0.0,2.166396910545694,17.815661899545663,61.575228311086796,6
New Zealand,0.08080534804484117,0.3148140624410936,0.14477581106124848,0.0,0.23426415166277706,0.05857076584110716,34.596527824321,0.8332301390510675,9.697842679678768,37.78236620192625,17.37524895896443,0.0,28.115179790492355,7.029362368938198,41.52097506184978,1
Pakistan,0.0002503042682926827,0.8839144482979459,1.2722272862308197,0.036769115910343306,0.2854235467775596,0.16704027011501552,144.0997031667523,2.6456249715999762,0.00946106386882597,33.41042127234636,48.08796786724551,1.3898083176961662,10.788511215364965,6.313830263478187,54.46716927516984,6
Philippines,0.10401897560328706,0.5894530005012458,0.13701065283957595,0.0,0.09047087780487796,0.3235273819321756,80.65146263068519,1.2444808886811625,8.358422901417239,47.3653718480095,11.009462185053952,0.0,7.2697683530322745,25.996974712487024,64.80731312487691,5
Singapore,0.005691597527743898,2.680830792703448,0.2983364773362,0.0,0.0,0.0002679552,192.7224284818884,2.9851268227673917,0.19066518327912932,89.80626123677241,9.994097237705438,0.0,0.0,0.00897634224302703,64.56088465387984,0
South Korea,0.048838957732130366,4.651923384351924,1.7440366608000002,1.4434533762804864,0.042892872947012176,3.5038240632,617.6801462272988,11.434969315311553,0.42710178213363853,40.681555464455386,15.251782603952554,12.623150412373088,0.3751026501625862,30.641307086922744,54.0167733900447,4
Sri Lanka,0.001231095798175609,0.19162869611359995,0.0,0.0,0.04276435516513901,0.0125226685584,14.8235314690503,0.24814681563531457,0.49611589615756796,77.2239190831384,0.0,0.0,17.233489398464428,5.046475622239602,59.73694012997326,1
Taiwan,0.03169289948240851,1.865076082949078,0.6134375492852113,0.392916042219512,0.037314521606524376,1.670209921959037,270.01280349146185,4.610647017501771,0.6873850755025044,40.45150443895073,13.304804010296928,8.521928500013633,0.8093120437300977,36.225065931506116,58.562887695915045,4
Thailand,0.06827820186749997,2.1627455438642857,1.5954501851328242,0.0,0.07402701621951213,0.6570679662638605,253.54047475333653,4.557568913347982,1.4981276896884688,47.45392960554351,35.00660583453053,0.0,1.6242654280598032,14.417071442177704,55.63063983756334,6
Vietnam,0.0009571456097560967,0.726673882,0.2945952000000001,0.0,0.3832059484516103,0.726157247995747,134.9703319179977,2.131589424057114,0.04490290667394731,34.090705921072804,13.82044762819703,0.0,17.97747465467546,34.06646888938075,63.31910376112905,4
